_id,titulo,anio_salida,autor,id_imagen_portada
q_anato_01,Bohemian Rhapsody,1975,Queen,images/queen_a_night_at_the_opera.jpg
q_anato_02,You're My Best Friend,1975,Queen,images/queen_a_night_at_the_opera.jpg
q_anato_03,Love of My Life,1975,Queen,images/queen_a_night_at_the_opera.jpg
q_anato_04,Death on Two Legs,1975,Queen,images/queen_a_night_at_the_opera.jpg
q_anato_05,Lazing on a Sunday Afternoon,1975,Queen,images/queen_a_night_at_the_opera.jpg
