_id,titulo,anio_salida,autor,id_imagen_portada
mj_th_01,Billie Jean,1982,Michael Jackson,images/michael_jackson_thriller.jpg
mj_th_02,Beat It,1982,Michael Jackson,images/michael_jackson_thriller.jpg
mj_th_03,Thriller,1982,Michael Jackson,images/michael_jackson_thriller.jpg
mj_th_04,Baby Be Mine,1982,Michael Jackson,images/michael_jackson_thriller.jpg
mj_th_05,The Lady in My Life,1982,Michael Jackson,images/michael_jackson_thriller.jpg
