_id,titulo,anio_salida,autor,id_imagen_portada
dd_tda_01,Mi Primera Cana,1993,Diomedes Díaz,images/diomedes_diaz_titulo_de_amor.jpg
dd_tda_02,Tú Eres La Reina,1993,Diomedes Díaz,images/diomedes_diaz_titulo_de_amor.jpg
dd_tda_03,Amarte Más No Pude,1993,Diomedes Díaz,images/diomedes_diaz_titulo_de_amor.jpg
dd_tda_04,Ven Conmigo,1993,Diomedes Díaz,images/diomedes_diaz_titulo_de_amor.jpg
dd_tda_05,Necesito Tu Amor,1993,Diomedes Díaz,images/diomedes_diaz_titulo_de_amor.jpg
